t,x,y,yaw,vx_body,vy_body,wz
4.416,-0.8896441119005204,2.319511472277486,1.9034486914298103,0.5958195354576611,-0.07093160618014119,-0.17717181221767953
4.436,-0.8921945583114962,2.331237849357193,1.8999052755828227,0.5958195275858005,-0.07093160524919419,-0.17717181221767953
4.456,-0.89470343804485,2.34297318984998,1.8963618597715393,0.5956353230228572,-0.0724721714030766,-0.18103833573602002
4.476,-0.8971403464267937,2.354723710576437,1.8927411139206918,0.5956353214576983,-0.07247217121455003,-0.18103833573602002
4.496,-0.8995346933435069,2.3664829776489524,1.8891203680855677,0.5956352979913629,-0.07247216836446253,-0.18103833573602002
4.516,-0.9018864475100726,2.378250836668516,1.885499622250464,0.5952079190522912,-0.07592422102862252,-0.1897067455889082
4.536,-0.904127281442201,2.3900403753383994,1.881705509184183,0.5952078943959822,-0.0759242178925771,-0.1897067455889082
4.556,-0.9063233686721252,2.401838330807114,1.8779113961531526,0.5950043628663056,-0.07751313856672183,-0.19369879125614398
4.5760000000000005,-0.9084431560814539,2.4136502598937235,1.8740374426537187,0.5950043647649201,-0.07751313881120377,-0.19369879125614398
4.596,-0.9105171673172998,2.4254703125612544,1.8701634891705197,0.595004365834613,-0.07751313895063514,-0.19369879125614398
4.616,-0.9125453728775133,2.4372983111295596,1.8662895356873428,0.5945566181551591,-0.08089753883927833,-0.20220644573532287
4.636,-0.9144603799716381,2.449145221504249,1.8622454300628886,0.5945566223986469,-0.08089753942054628,-0.20220644573532287
4.656,-0.9163274616887354,2.460999779447663,1.8582013244730373,0.5943346409168516,-0.08252260822557411,-0.20629384366831016
4.676,-0.918114159633012,2.4728667466980294,1.8540754713802594,0.5943346816082254,-0.08252261386892107,-0.20629384366831016
4.696,-0.9198518813642342,2.4847409849508786,1.8499496183041078,0.5943346746812646,-0.08252261291036962,-0.20629384366831016
4.716,-0.9215405976173856,2.496622291555524,1.845823765227979,0.5938677480019027,-0.08583886522949064,-0.21463972585419222
4.736,-0.9231139105442597,2.5085194886359075,1.8415309954387589,0.5938677578978618,-0.08583886666370495,-0.21463972585419222
4.756,-0.9246361377545398,2.5204233299563694,1.8372382256834896,0.5936212231874265,-0.08753862171155265,-0.21891997888110137
4.776,-0.9260731558275339,2.532337789644961,1.8328598513451018,0.5936212294871145,-0.08753862264266345,-0.21891997888110137
4.796,-0.9274579947052346,2.5442584269254933,1.8284814770241273,0.5936211896589145,-0.0875386167775652,-0.21891997888110137
4.816,-0.928790627053616,2.5561850129103,1.8241031027031758,0.5931308192646783,-0.09082242045231934,-0.2271942526528291
4.836,-0.9300049900841239,2.5681242829035282,1.819559243829805,0.5931308180119966,-0.09082242026357536,-0.2271942526528291
4.856,-0.9311650898566961,2.580068947539468,1.815015384990099,0.5928552740427804,-0.0926155531794044,-0.23171535753569555
4.876,-0.9322347727462407,2.5920220836226604,1.8103811045572291,0.592855309947794,-0.09261555877681522,-0.23171535753569555
4.896,-0.9332490488021107,2.6039800490115854,1.8057468241427557,0.592855317080057,-0.09261555989058223,-0.23171535753569555
4.916,-0.9342078979495506,2.6159425864598327,1.8011125437283055,0.5923438236104037,-0.09585273727667079,-0.2398828097850021
4.936,-0.9350459299751519,2.6279142587142865,1.7963149151803646,0.5923438503466789,-0.09585274160405693,-0.2398828097850021
4.956,-0.9358265175800231,2.6398898139506044,1.7915172866656592,0.5920412205699686,-0.09771656907708652,-0.24458848975090047
4.976,-0.9365119437826317,2.6518712309304835,1.7866255450769577,0.5920411595928168,-0.09771655903243338,-0.24458848975090047
4.996,-0.9371387520507491,2.6638558568396737,1.781733803507406,0.5920411738234836,-0.09771656137616942,-0.24458848975090047
5.016,-0.9377069270680295,2.6758434056883127,1.7768420619378793,0.5915154955784416,-0.10087000026206527,-0.25255565175921146
5.036,-0.9381525710137887,2.6878362013755615,1.7717909780177372,0.5915154745848571,-0.10086999669045969,-0.25255565175921146
5.056,-0.9385376322330556,2.6998310948367656,1.766739894130021,0.5911906458530093,-0.10276888136859046,-0.25735662854947494
5.076,-0.9388235850938073,2.7118288012389136,1.761592791242708,0.5911906187738915,-0.10276887667277342,-0.25735662854947494
5.096,-0.9390477810592421,2.723827820248692,1.7564456883749375,0.5911906203166535,-0.10276887694072556,-0.25735662854947494
5.116,-0.9392102141776144,2.735827834285458,1.7512985855071928,0.5906588928678067,-0.10580179931549422,-0.26503032009144434
5.136,-0.9392492977755994,2.747828951673512,1.7459980096658,0.5906588394248242,-0.10580178976733831,-0.26503032009144434
5.156,-0.9392247689459707,2.7598301070703246,1.740697433855645,0.5903172922790072,-0.10770332093896393,-0.2698450110256829
5.176,-0.9390979888048182,2.771830660984803,1.7353005647648032,0.5903173098315097,-0.10770332414142934,-0.2698450110256829
5.196,-0.9389064456269328,2.7838303560895827,1.7299036956935638,0.5903173314487463,-0.10770332808046824,-0.2698450110256829
5.216,-0.9386501450094702,2.795828842938317,1.7245068266223493,0.5897866862781759,-0.11059060003676145,-0.27716099070385547
5.236,-0.9382704049509967,2.807824124381232,1.718963638775203,0.5897866821140862,-0.11059059926060974,-0.27716099070385547
5.256,-0.9378241784371525,2.8198171164916572,1.7134204509578443,0.5894327791071674,-0.11247369598503999,-0.28193608467375264
5.276,-0.9372731948179134,2.831805797277565,1.707781761794922,0.5894327972016783,-0.11247369943478873,-0.28193608467375264
5.296,-0.9366546195585135,2.8437911808197134,1.7021430726514442,0.5894327744766483,-0.11247369510346925,-0.28193608467375264
5.316,-0.9359684723011612,2.855772885639647,1.6965043835079903,0.5889083235387009,-0.11520545613033979,-0.28886835354483376
5.336,-0.9351592556226007,2.8677469741250268,1.690727049762245,0.5889083434888058,-0.11520546003118556,-0.28886835354483376
5.356,-0.9342808741548977,2.879716187843666,1.68494971604473,0.5885444805605289,-0.1170622116712717,-0.2935836696530942
5.376,-0.9332956363586491,2.891677126192177,1.6790780765324604,0.5885444485392841,-0.11706220531614676,-0.2935836696530942
5.396,-0.9322401855095457,2.903632073076154,1.6732064370393935,0.5885444882563877,-0.11706221320190258,-0.2935836696530942
5.416,-0.9311145578674395,2.9155806170720573,1.6673347975463508,0.588028825416191,-0.11964207932450813,-0.30014027349672445
5.436,-0.929866441089387,2.9275170530571675,1.661332026709923,0.5880287991814712,-0.11964207400100174,-0.30014027349672445
5.456,-0.9285466954145787,2.939445781569993,1.6553292559002006,0.5876551686481248,-0.12147565557155948,-0.3048037588764658
5.476,-0.9271181967056689,2.951362022925087,1.6492332159047527,0.5876551997236957,-0.12147566199236587,-0.3048037588764658
